Goal;X;Y;C;shot_aerial_won;shot_open_goal;shot_deflected;Distance_(0.365, 10.291];Distance_(10.291, 14.058];Distance_(14.058, 18.305];Distance_(18.305, 23.672];Distance_(23.672, 74.472];Angle_(-0.001, 0.254];Angle_(0.254, 0.317];Angle_(0.317, 0.406];Angle_(0.406, 0.599];Angle_(0.599, 2.795];shot_type_Free Kick;shot_type_Open Play;shot_type_Penalty;shot_body_part_Head;shot_body_part_Left Foot;shot_body_part_Other;shot_body_part_Right Foot
0;27.0;51.625;1.625;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0
0;8.25;59.0;9.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0
0;17.75;28.0;22.0;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1
0;15.166.666.666.666.600;50.125;0.125;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0
1;5.666.666.666.666.670;54.625;4.625;0.0;1.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
1;11.166.666.666.666.600;36.875;13.125;0.0;0.0;0.0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1
0;2.158.333.333.333.330;50.5;0.5;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
0;16.0;36.0;14.0;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1
0;29.166.666.666.666.700;61.125;11.125;0.0;0.0;0.0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
0;2.208.333.333.333.330;62.0;12.0;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0
0;11.583.333.333.333.300;47.5;2.5;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
0;9.916.666.666.666.670;60.125;10.125;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;5.416.666.666.666.670;46.375;3.625;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
1;8.75;53.5;3.5;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
1;4.333.333.333.333.320;4.275.000.000.000.000;7.249.999.999.999.990;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;12.583.333.333.333.300;58.25;8.25;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0
1;31.666.666.666.666.700;37.5;12.5;0.0;0.0;0.0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1
0;9.916.666.666.666.670;35.5;14.5;0.0;0.0;0.0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0
0;2.208.333.333.333.330;67.625;17.625;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0
0;3.5;4.037.499.999.999.990;9.625.000.000.000.000;0.0;0.0;0.0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;2.266.666.666.666.660;28.125;21.875;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0
0;10.583.333.333.333.300;32.5;17.5;0.0;0.0;0.0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0
0;20.75;57.125;7.125;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1
0;17.5;24.75;25.25;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
0;12.166.666.666.666.600;37.375;12.625;0.0;0.0;0.0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0
0;20.75;50.0;0.0;0.0;0.0;0.0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1
0;5.583.333.333.333.320;38.0;12.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
0;9.583.333.333.333.320;60.25;10.25;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;2.166.666.666.666.660;58.5;8.5;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
0;2.058.333.333.333.330;60.25;10.25;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
0;19.25;33.625;16.375;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
0;21.0;45.125;4.875;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1
0;2.033.333.333.333.330;33.375;16.625;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0
0;5.916.666.666.666.670;50.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
0;8.583.333.333.333.320;43.125;6.875;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;16.0;44.25;5.75;0.0;0.0;0.0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1
1;10.583.333.333.333.300;66.5;16.5;0.0;0.0;0.0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1
0;9.916.666.666.666.670;33.5;16.5;0.0;0.0;0.0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1
0;26.25;65.125;15.125;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0
0;2.041.666.666.666.660;37.375;12.625;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0
0;11.583.333.333.333.300;51.875;1.875;1.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0
0;14.5;47.0;3.0;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0
0;13.75;55.25;5.25;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0
0;18.0;42.0;8.0;0.0;0.0;0.0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1
0;9.5;62.875;12.875;0.0;0.0;0.0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
0;6.25;4.462.500.000.000.000;5.374.999.999.999.990;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
0;7.0;53.5;3.5;1.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
1;20.75;5.037.499.999.999.990;0.3749999999999929;0.0;0.0;0.0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0
0;52.916.666.666.666.600;47.0;3.0;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
1;10.583.333.333.333.300;57.25;7.25;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
0;1.708.333.333.333.330;31.625;18.375;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0
0;9.333.333.333.333.320;69.125;19.125;0.0;0.0;0.0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1
0;1.608.333.333.333.330;37.75;12.25;0.0;0.0;0.0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0
1;9.5;50.625;0.625;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
0;7.416.666.666.666.670;4.787.499.999.999.990;2.125.000.000.000.000;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;9.5;48.0;2.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
1;22.25;55.25;5.25;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1
0;6.083.333.333.333.320;53.5;3.5;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;4.333.333.333.333.320;25.625;24.375;0.0;0.0;0.0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0
0;8.5;4.974.999.999.999.990;0.2500000000000071;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;8.083.333.333.333.320;53.75;3.75;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
1;9.333.333.333.333.320;48.875;1.125;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
0;2.058.333.333.333.330;46.875;3.125;0.0;0.0;0.0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1
1;1.666.666.666.666.660;4.525.000.000.000.000;4.749.999.999.999.990;0.0;0.0;0.0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0
1;4.25;59.125;9.125;0.0;0.0;0.0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
1;9.916.666.666.666.670;50.125;0.125;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
0;13.666.666.666.666.600;68.125;18.125;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0
1;7.5;63.875;13.875;0.0;0.0;0.0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1
0;1.816.666.666.666.660;30.5;19.5;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
0;2.383.333.333.333.330;33.875;16.125;0.0;0.0;1.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
0;10.833.333.333.333.200;42.0;8.0;0.0;0.0;0.0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1
0;2.341.666.666.666.660;64.0;14.0;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
0;4.916.666.666.666.670;46.875;3.125;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
0;12.25;70.0;20.0;0.0;0.0;0.0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0
0;12.5;59.875;9.875;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;7.75;54.75;4.75;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
1;7.0;54.75;4.75;1.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;15.583.333.333.333.300;44.875;5.125;0.0;0.0;0.0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0
1;9.666.666.666.666.670;34.125;15.875;0.0;0.0;0.0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1
0;1.941.666.666.666.660;55.25;5.25;0.0;0.0;0.0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0
0;1.658.333.333.333.330;4.287.499.999.999.990;7.125.000.000.000.000;0.0;0.0;0.0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0
1;10.0;50.0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
1;8.083.333.333.333.320;4.974.999.999.999.990;0.2500000000000071;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
0;7.0;28.375;21.625;0.0;0.0;0.0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1
0;14.333.333.333.333.300;37.25;12.75;0.0;0.0;0.0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0
0;7.5;38.625;11.375;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;14.333.333.333.333.300;65.375;15.375;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0
1;6.25;62.75;12.75;0.0;0.0;0.0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1
0;16.25;31.25;18.75;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1
0;1.75;62.0;12.0;0.0;0.0;0.0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
0;8.0;29.625;20.375;0.0;0.0;0.0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0
0;1.683.333.333.333.330;57.625;7.625;0.0;0.0;0.0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1
0;16.5;47.0;3.0;0.0;0.0;0.0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1
0;9.25;53.0;3.0;1.0;0.0;0.0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;9.083.333.333.333.320;32.125;17.875;0.0;0.0;0.0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0
0;6.75;46.75;3.25;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
0;13.083.333.333.333.300;32.875;17.125;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1
0;20.75;29.875;20.125;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1
0;2.366.666.666.666.660;53.75;3.75;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1
0;14.333.333.333.333.300;59.375;9.375;0.0;0.0;0.0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1
0;6.75;35.75;14.25;0.0;0.0;0.0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1
0;15.333.333.333.333.300;28.0;22.0;0.0;0.0;0.0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1
0;12.083.333.333.333.300;39.375;10.625;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1
1;5.083.333.333.333.320;46.25;3.75;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
1;13.833.333.333.333.300;62.25;12.25;0.0;0.0;0.0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0
0;6.083.333.333.333.320;35.75;14.25;0.0;0.0;0.0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
0;7.833.333.333.333.320;38.625;11.375;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
0;9.583.333.333.333.320;59.625;9.625;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;6.0;41.375;8.625;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
0;21.75;31.5;18.5;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
0;4.5;58.25;8.25;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
0;6.166.666.666.666.670;61.0;11.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
0;18.0;32.0;18.0;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1
0;6.166.666.666.666.670;64.25;14.25;0.0;0.0;0.0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1
1;14.833.333.333.333.300;53.75;3.75;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0
1;8.25;43.625;6.375;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
0;6.916.666.666.666.670;53.375;3.375;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
1;5.416.666.666.666.670;36.25;13.75;0.0;0.0;0.0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
0;28.0;41.125;8.875;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0
0;2.608.333.333.333.330;34.625;15.375;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1
0;10.333.333.333.333.300;63.875;13.875;0.0;0.0;0.0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1
0;13.25;36.125;13.875;0.0;0.0;0.0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1
0;9.916.666.666.666.670;47.0;3.0;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;8.666.666.666.666.670;5.099.999.999.999.990;0.9999999999999929;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
0;2.333.333.333.333.330;61.375;11.375;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0
1;10.083.333.333.333.300;50.125;0.125;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
0;1.766.666.666.666.660;69.25;19.25;0.0;0.0;1.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
0;18.25;4.900.000.000.000.000;0.9999999999999929;0.0;0.0;0.0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1
0;10.833.333.333.333.300;40.125;9.875;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;8.5;51.5;1.5;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;1.916.666.666.666.660;77.5;27.5;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0
0;38.333.333.333.333.200;31.875;18.125;0.0;0.0;0.0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
0;12.416.666.666.666.600;4.212.500.000.000.000;7.874.999.999.999.990;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0
1;16.666.666.666.666.700;56.5;6.5;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
0;9.5;25.75;24.25;0.0;0.0;0.0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0
0;25.833.333.333.333.200;63.5;13.5;0.0;0.0;0.0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
1;8.75;60.875;10.875;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;8.5;37.5;12.5;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;1.841.666.666.666.660;60.625;10.625;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1
0;1.708.333.333.333.330;4.587.500.000.000.000;4.124.999.999.999.990;0.0;0.0;0.0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0
0;13.75;34.25;15.75;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0
0;18.25;39.0;11.0;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0
0;8.166.666.666.666.670;32.375;17.625;0.0;0.0;0.0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1
0;16.75;63.5;13.5;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0
0;13.75;75.875;25.875;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
0;9.416.666.666.666.670;47.625;2.375;1.0;0.0;0.0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
1;5.833.333.333.333.320;57.125;7.125;1.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;6.583.333.333.333.320;53.25;3.25;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
0;13.75;67.625;17.625;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1
0;16.25;65.125;15.125;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0
0;10.583.333.333.333.300;53.625;3.625;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0
0;21.0;54.125;4.125;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0
0;12.75;47.625;2.375;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;10.166.666.666.666.600;41.75;8.25;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;15.833.333.333.333.300;64.75;14.75;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0
0;7.083.333.333.333.320;33.5;16.5;0.0;0.0;0.0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0
0;19.5;71.75;21.75;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0
0;2.008.333.333.333.330;31.75;18.25;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1
0;9.083.333.333.333.320;61.875;11.875;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
0;2.141.666.666.666.660;27.375;22.625;0.0;0.0;0.0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0
0;12.583.333.333.333.300;57.375;7.375;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;5.333.333.333.333.320;55.875;5.875;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
0;31.666.666.666.666.700;49.875;0.125;1.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;1.758.333.333.333.330;39.25;10.75;0.0;0.0;0.0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0
0;9.666.666.666.666.670;54.125;4.125;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
0;7.416.666.666.666.670;36.25;13.75;0.0;0.0;0.0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
0;23.25;4.587.500.000.000.000;4.124.999.999.999.990;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0
1;5.583.333.333.333.320;52.25;2.25;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
1;4.333.333.333.333.320;4.150.000.000.000.000;8.499.999.999.999.990;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
0;5.666.666.666.666.670;50.75;0.75;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
0;7.333.333.333.333.320;50.625;0.625;1.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;1.808.333.333.333.330;4.474.999.999.999.990;5.250.000.000.000.000;0.0;0.0;0.0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1
0;10.5;52.875;2.875;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
0;10.75;43.75;6.25;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
1;6.5;33.875;16.125;0.0;0.0;0.0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
0;5.916.666.666.666.670;67.125;17.125;0.0;0.0;0.0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0
0;1.841.666.666.666.660;35.375;14.625;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1
1;9.333.333.333.333.320;63.25;13.25;0.0;0.0;0.0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1
0;9.416.666.666.666.670;35.0;15.0;0.0;0.0;0.0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1
1;6.75;58.0;8.0;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
0;2.483.333.333.333.330;56.375;6.375;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0
0;3.5;28.25;21.75;0.0;0.0;0.0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0
0;11.0;51.75;1.75;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
0;9.416.666.666.666.670;5.087.500.000.000.000;0.8750000000000071;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
0;2.041.666.666.666.660;57.875;7.875;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1
0;11.0;61.625;11.625;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;10.083.333.333.333.300;55.375;5.375;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0
0;5.0;4.462.500.000.000.000;5.374.999.999.999.990;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
0;2.291.666.666.666.660;58.25;8.25;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0
1;7.583.333.333.333.320;59.75;9.75;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;5.583.333.333.333.320;4.150.000.000.000.000;8.499.999.999.999.990;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
0;6.916.666.666.666.670;34.625;15.375;0.0;0.0;0.0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
0;6.083.333.333.333.320;60.875;10.875;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
0;10.333.333.333.333.300;50.75;0.75;0.0;0.0;0.0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
0;14.916.666.666.666.600;33.125;16.875;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1
0;30.833.333.333.333.200;63.25;13.25;0.0;0.0;0.0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1
0;1.991.666.666.666.660;51.125;1.125;0.0;0.0;0.0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1
0;2.191.666.666.666.660;57.625;7.625;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0
0;10.666.666.666.666.600;52.75;2.75;0.0;0.0;0.0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
0;5.583.333.333.333.320;58.375;8.375;1.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;15.5;34.875;15.125;0.0;0.0;0.0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1
0;14.333.333.333.333.300;62.25;12.25;0.0;0.0;0.0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1
0;8.333.333.333.333.320;52.25;2.25;1.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
0;6.25;35.375;14.625;0.0;0.0;0.0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
1;3.0;51.75;1.75;0.0;0.0;0.0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
1;12.0;40.5;9.5;0.0;0.0;0.0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1
